# List of colors that are not used in provinces.png, remove when used.

216;253;166
17;144;89
216;69;16
51;208;235
49;149;168
48;164;32
251;240;165
39;246;40
253;128;14
172;217;50
70;79;102
41;182;19
52;132;190
126;58;220
160;114;59
178;207;215
196;199;209
218;107;227
229;191;56
246;217;186
249;20;40
195;45;77
4;183;86
150;107;163
127;86;21
89;50;62
103;35;131
82;51;230
58;230;55
185;152;141
62;36;46
114;69;194
207;251;80
192;110;157
124;220;147
24;189;253
207;58;48
37;252;197
169;220;70
194;185;3
143;225;228
106;105;104
1;54;223
36;118;79
128;14;82
87;99;195
7;152;170
160;234;74
118;32;175
122;174;188
0;32;188
18;63;127
214;221;118
169;54;83
182;133;98
45;153;9
67;116;136
134;61;65
84;230;223
70;100;130
91;95;118
31;124;17
236;55;248
84;255;234
149;176;21
189;130;148
124;47;120
47;162;232
144;25;124
201;113;172
221;149;213
105;197;182
98;194;9
70;13;23
133;210;140
191;147;5
124;195;194
38;203;143
92;33;175
201;243;153
236;225;158
120;17;54
25;25;88
173;2;99
176;104;154
46;134;248
136;254;37
108;202;153
112;87;7
63;21;125
145;34;32
36;78;18
27;101;52
191;240;190
32;177;93
107;67;78
159;220;216
172;245;221
175;43;223
82;209;156
193;96;205
83;210;239
168;69;168
121;87;115
169;130;59
3;112;13
253;46;122
187;52;229
204;37;224
216;226;6
204;86;213
199;70;46
182;237;67
49;130;227
101;5;234
105;189;135
120;237;46
42;99;20
195;167;50
116;209;2
105;172;144
221;185;146
82;73;112
106;121;120
113;232;46
52;220;178
61;182;187
164;202;214
153;247;240
150;30;176
78;71;119
39;1;226
154;71;247
30;202;84
66;135;96
99;192;49
154;117;36
122;173;217
239;157;75
25;110;103
94;161;91
252;53;30
28;246;124
198;23;52
16;40;14
28;64;8
72;45;70
196;244;117
209;72;60
7;24;73
30;174;87
155;186;4
254;71;111
120;184;146
92;129;199
139;140;191
94;253;230
186;40;121
191;248;200
20;10;53
148;144;156
196;70;72
127;141;221
56;72;142
146;4;160
68;83;87
180;32;216
190;226;64
40;176;255
110;101;60
166;115;134
201;218;179
143;240;91
242;37;253
56;104;131
177;243;69
188;237;142
33;37;142
201;212;202
94;55;37
15;233;78
136;155;190
213;216;86
241;78;69
157;22;80
127;183;7
206;53;250
87;14;180
118;90;147
207;109;168
15;23;78
163;236;18
179;153;88
222;106;185
6;35;31
156;240;238
65;89;143
223;148;92
117;138;195
74;244;110
61;252;30
59;28;190
0;52;189
159;202;163
228;121;35
204;250;251
166;172;90
135;64;201
243;41;210
251;123;92
139;224;32
25;72;155
156;206;91
32;254;227
179;39;88
219;102;8
49;237;249
81;51;67
118;73;95
141;93;100
148;238;182
24;191;19
98;31;135
213;132;177
146;244;187
246;51;174
46;36;175
81;163;202
214;181;73
43;68;127
239;251;219
13;184;130
250;27;28
213;86;176
186;115;24
128;53;205
87;25;167
222;209;236
127;222;71
189;35;150
75;109;192
94;21;157
168;78;72
80;117;64
163;225;0
153;160;165
250;144;82
146;62;173
123;51;175
223;255;205
157;145;221
69;215;52
102;18;137
70;240;51
202;241;143
191;229;96
4;212;186
159;183;43
173;201;196
74;97;7
236;212;119
240;39;58
87;227;56
19;63;146
221;190;39
213;1;224
14;31;11
209;127;137
159;187;36
92;38;114
245;116;2
6;74;148
66;193;189
224;236;100
239;102;175
203;247;212
165;189;178
136;145;66
66;198;161
85;32;233
9;252;30
168;239;22
113;41;138
241;230;50
11;248;246
64;24;50
176;175;40
202;174;119
161;150;160
215;54;110
86;83;107
25;38;114
167;224;0
179;132;208
83;145;251
102;191;237
130;73;11
42;55;84
121;210;99
83;32;159
196;129;205
197;200;234
218;199;176
145;10;163
182;12;26
49;212;225
3;135;21
123;116;211
75;181;98
248;249;74
103;135;188
74;121;38
248;71;191
82;206;123
188;85;255
116;172;234
197;175;45
49;189;203
124;114;177
211;119;39
86;156;96
168;82;57
61;123;0
254;3;31
71;36;149
205;87;3
156;181;118
167;105;169
47;80;127
35;188;105
147;54;73
151;123;36
51;77;62
79;20;228
247;202;180
199;184;179
240;34;102
3;67;33
43;45;85
137;208;199
157;91;0
10;125;191
36;140;71
148;92;32
11;176;149
12;39;102
92;70;201
254;118;188
150;215;232
186;165;195
156;214;38
193;245;211
111;131;32
22;157;166
184;28;93
215;52;131
113;6;185
17;97;1
150;149;209
72;191;172
57;69;246
43;209;196
51;62;237
66;37;238
162;198;235
173;187;57
231;65;75
123;147;177
105;113;181
69;234;214
63;184;39
145;240;178
135;214;166
212;216;186
195;108;1
114;240;1
150;242;162
36;116;143
85;140;185
94;44;116
250;199;152
2;204;51
205;163;221
48;182;129
202;139;242
117;180;169
156;139;186
102;15;233
128;115;63
102;137;113
24;173;193
231;191;71
199;117;242
245;173;65
28;18;212
244;170;159
106;255;37
137;119;255
218;224;164
199;58;135
214;171;251
150;215;152
119;0;23
154;114;18
24;99;68
74;23;161
225;58;88
23;163;82
210;176;255
62;72;57
225;84;4
120;24;240
221;1;215
241;14;145
128;122;83
77;19;85
64;93;53
167;190;44
41;81;164
12;157;127
219;78;102
253;85;245
8;141;231
121;61;240
90;0;148
93;111;74
25;49;97
236;153;135
197;169;208
210;85;136
120;227;134
203;15;161
158;82;121
230;60;212
77;125;3
44;183;150
100;172;8
98;126;75
130;70;38
100;37;41
187;151;153
39;100;131
132;50;170
139;16;218
64;176;117
51;80;236
68;33;171
226;254;82
227;110;102
230;2;44
17;244;251
85;192;167
230;247;109
108;20;45
182;183;189
107;160;43
215;229;215
191;7;191
21;61;102
152;111;96
19;220;200
230;221;244
26;91;164
247;155;94
237;246;173
123;106;214
34;123;124
184;198;160
223;98;114
243;93;234
95;178;241
30;251;11
236;85;217
112;254;249
171;171;49
252;151;177
34;189;61
177;155;116
14;164;187
252;148;70
121;22;253
87;222;88
138;33;204
106;70;164
22;220;45
14;46;85
124;240;38
154;195;111
34;191;208
164;116;147
136;184;150
112;227;237
91;13;110
59;116;50
87;96;19
48;225;175
191;117;186
63;120;70
103;6;196
178;192;9
173;230;139
2;159;67
90;120;163
30;213;209
118;229;14
9;185;79
114;54;132
129;149;131
79;80;146
99;97;91
143;160;129
90;201;240
230;138;196
55;40;26
164;48;158
26;70;69
61;180;60
68;68;64
234;81;88
246;226;198
141;85;133
107;91;29
195;205;228
155;136;15
169;156;134
114;117;30
248;139;253
161;4;63
98;41;237
121;159;189
178;201;252
35;208;212
126;32;253
237;238;24
39;109;121
93;82;38
59;169;166
30;245;11
245;226;207
204;12;124
226;228;146
177;255;58
160;122;219
8;34;94
134;249;219
115;205;253
131;113;86
111;44;216
137;229;13
151;1;28
46;195;133
36;171;107
38;171;39
194;10;3
235;4;105
105;159;145
119;5;53
37;112;217
205;252;35
52;238;126
104;151;9
30;122;168
198;141;58
230;211;250
253;175;34
255;38;53
174;186;129
65;82;247
175;42;19
218;25;224
238;92;188
225;101;0
121;55;164
25;136;31
194;107;5
148;26;147
28;207;111
193;161;224
170;155;1
37;1;34
177;93;159
186;26;44
112;139;118
195;204;201
27;77;173
52;215;46
187;191;223
137;181;133
95;56;136
81;174;103
26;97;255
162;43;154
84;79;122
182;215;12
9;213;72
128;96;152
211;250;49
191;191;48
85;152;70
207;23;79
225;72;198
252;90;21
186;166;188
205;169;162
124;33;255
125;119;230
207;45;214
189;52;20
76;110;164
213;31;33
185;51;177
34;132;212
95;60;228
187;74;43
5;44;3
89;144;150
58;126;205
58;7;192
83;188;52
91;233;243
123;2;209
128;139;142
180;208;149
244;191;34
142;212;35
71;146;153
47;122;144
248;107;186
91;134;27
192;148;111
136;98;243
86;106;49
97;122;43
28;155;127
52;20;18
201;238;180
45;128;241
60;203;158
12;208;132
56;151;46
239;127;22
233;77;196
196;124;38
239;184;17
31;98;31
73;224;193
30;36;176
0;41;166
2;59;0
185;156;193
157;66;73
155;248;175
32;93;96
137;97;115
99;238;16
89;88;202
39;130;132
67;116;12
85;155;241
105;73;11
151;33;225
194;28;26
43;190;187
45;76;227
116;164;95
75;36;88
97;162;57
91;182;0
205;2;241
205;50;57
5;157;82
70;44;148
98;228;237
44;206;20
17;227;253
67;238;158
115;187;48
180;190;242
191;66;73
154;120;72
136;141;90
207;174;174
4;158;114
65;80;246
178;1;156
13;39;174
176;101;81
162;128;82
104;1;104
107;231;122
34;136;24
225;222;250
27;193;132
21;252;253
63;14;140
112;175;212
147;122;44
91;71;90
152;189;115
244;177;160
117;226;92
98;210;162
252;161;138
183;59;28
17;206;154
88;118;132
212;182;188
85;67;30
55;9;223
112;200;145
215;36;72
26;73;1
99;142;88
2;17;133
219;100;38
152;161;165
200;243;80
255;168;197
36;209;200
103;60;138
235;206;33
222;9;175
126;33;104
4;183;129
151;19;215
123;6;223
107;157;87
253;176;127
145;126;142
21;22;158
252;186;151
189;178;184
195;150;100
17;169;49
99;47;142
138;65;232
158;1;156
227;251;25
181;6;249
187;161;246
54;37;111
138;125;48
103;202;241
38;66;61
10;23;49
80;53;184
144;26;91
173;178;72
3;145;70
181;9;133
158;148;70
171;95;102
115;87;186
168;181;240
98;233;51
90;55;190
135;156;38
167;233;139
195;236;193
31;215;115
31;224;197
179;86;0
89;194;147
153;210;90
8;131;208
213;66;74
9;101;68
60;37;174
75;74;87
17;226;92
156;73;213
82;84;121
74;57;51
246;11;189
98;8;220
162;41;46
180;51;34
73;133;137
211;51;125
111;45;234
99;233;249
10;115;214
20;161;72
121;85;228
255;76;158
160;93;32
7;151;122
180;100;5
76;103;248
32;198;204
46;14;90
154;96;208
169;101;205
226;251;111
87;18;31
44;220;42
156;184;50
18;209;26
243;3;78
130;171;146
80;158;28
188;205;248
29;237;38
150;6;117
218;161;32
65;186;24
61;89;234
138;42;108
208;5;82
221;87;203
27;34;59
226;81;173
86;131;227
168;182;103
231;152;240
165;8;149
198;192;202
214;83;208
242;86;70
115;153;221
240;17;97
111;49;42
82;237;67
87;159;17
185;18;7
93;241;175
24;68;247
185;44;44
60;124;228
236;188;128
226;83;160
104;30;179
194;63;166
206;240;152
245;115;50
157;93;116
84;52;243
80;135;162
118;231;149
199;4;33
13;162;132
53;98;166
128;23;66
191;95;15
197;59;151
73;245;162
222;28;178
245;164;198
80;75;119
139;169;156
48;88;196
162;62;135
220;87;48
21;125;108
120;4;96
147;52;220
221;52;219
74;173;134
170;224;118
128;232;128
105;241;11
160;59;149
162;35;239
184;167;249
241;13;30
133;17;180
202;50;43
243;41;19
40;57;241
0;57;190
190;139;9
106;235;242
56;129;158
21;203;198
72;90;66
103;23;5
104;42;198
182;90;31
111;87;59
0;221;151
216;125;159
36;244;212
104;215;17
85;182;233
244;56;118
33;248;50
183;198;185
171;160;203
106;251;148
103;131;94
232;26;18
202;1;168
133;179;22
136;173;164
137;242;189
121;150;58
80;118;255
186;173;193
98;211;210
122;27;20
54;26;131
75;193;169
217;33;188
193;101;102
247;29;72
255;239;198
220;0;193
241;90;225
121;73;255
245;201;215
22;32;159
77;179;186
24;237;167
108;42;184
60;214;107
85;44;113
101;199;4
114;113;190
177;106;5
220;5;152
119;144;143
48;6;74
111;188;52
162;106;246
79;74;24
145;9;122
204;49;26
200;105;62
89;144;241
139;25;36
88;236;187
128;50;68
114;140;57
56;216;220
147;247;168
9;56;214
6;56;125
36;52;140
221;28;77
161;58;144
90;14;40
7;250;104
106;197;1
49;86;251
101;3;90
250;114;105
23;29;126
209;193;203
166;51;10
17;255;223
198;70;211
163;42;200
174;88;12
168;220;51
16;9;181
60;167;163
217;60;160
176;168;146
208;173;209
145;190;39
47;100;196
3;69;23
75;57;39
69;27;193
18;170;152
108;32;23
134;93;20
254;50;82
130;218;93
167;144;112
168;155;173
56;67;115
205;4;221
200;224;69
235;81;137
157;204;139
2;51;88
158;240;44
88;60;72
57;132;58
131;90;98
94;244;144
97;61;64
228;130;76
18;198;205
142;158;7
212;1;40
158;154;140
79;193;163
148;39;190
205;242;76
79;96;242
89;34;120
213;21;185
146;35;234
4;207;64
134;42;250
56;53;165
81;251;11
64;67;81
38;220;33
208;69;142
7;239;255
84;15;60
119;213;115
67;124;139
241;61;176
106;202;94
201;49;130
223;163;109
176;68;164
30;10;238
172;146;107
135;14;107
239;209;4
123;223;177
54;81;195
63;144;143
53;100;44
152;225;107
97;104;184
182;49;56
178;139;124
108;68;68
46;7;133
28;27;56
229;74;185
125;139;42
225;132;175
52;93;78
114;221;114
112;146;130
154;223;112
142;103;96
251;13;147
20;150;12
254;88;199
204;114;187
239;53;247
127;236;252
11;96;43
77;153;28
194;186;113
49;143;173
214;16;209
141;94;131
93;40;37
222;226;8
24;160;12
143;76;50
60;214;247
139;159;120
108;0;130
136;207;137
93;215;240
42;246;241
126;122;34
146;94;137
237;85;113
212;148;83
102;25;170
142;167;62
117;176;0
111;188;6
91;4;4
99;13;104
91;82;236
112;24;43
1;12;143
159;230;47
194;240;211
57;138;4
201;93;236
126;110;123
3;164;8
1;160;207
99;30;139
155;196;212
225;0;131
126;25;120
12;121;196
45;249;126
183;94;22
84;6;177
231;157;63
232;82;183
171;217;58
217;37;101
246;206;143
3;104;162
8;193;76
194;30;176
209;77;88
104;101;241
193;56;173
0;79;0
38;230;85
118;207;252
35;17;36
129;216;203
128;228;154
103;146;109
214;116;250
71;107;150
2;90;162
87;28;251
83;21;137
62;234;215
34;130;26
110;229;122
140;101;129
109;221;23
108;205;25
235;35;126
193;225;74
1;6;196
131;194;134
55;156;143
99;76;46
246;234;135
5;140;179
255;23;12
192;179;51
125;63;216
192;154;209
168;91;32
90;242;15
220;31;74
231;52;21
158;134;150
175;54;180
44;193;72
229;74;126
191;111;244
128;96;87
228;71;186
111;161;229
180;120;47
231;68;246
28;253;225
136;188;187
21;175;171
62;207;191
5;194;220
113;183;227
186;49;135
173;205;170
218;26;163
64;230;249
120;216;77
86;248;136
10;42;37
20;51;148
117;200;121
12;145;180
124;1;123
11;150;86
71;109;104
188;29;48
228;170;220
37;103;208
173;233;44
83;159;75
219;1;21
35;109;196
46;25;246
146;238;212
157;14;123
114;153;124
127;217;162
236;227;56
51;108;226
240;230;175
79;229;37
29;180;153
43;160;102
251;169;17
179;138;242
93;182;123
9;15;178
177;133;196
57;132;151
56;147;150
218;242;139
82;33;143
188;209;145
106;208;155
194;237;140
234;183;99
138;126;53
24;131;234
1;208;41
191;192;172
79;207;166
135;192;3
204;43;68
23;100;149
197;142;185
152;141;49
23;173;97
53;186;49
143;211;63
120;92;60
160;5;152
221;29;110
53;85;49
84;152;175
202;206;130
157;244;140
183;23;99
46;255;227
241;249;179
152;92;124
137;161;30
62;60;150
93;140;233
175;173;50
32;111;27
206;167;146
70;127;183
134;102;190
240;52;82
73;241;167
255;33;128
175;37;106
149;17;118
183;50;82
160;47;43
223;188;119
6;66;86
78;113;28
97;54;168
87;194;225
233;68;175
123;44;3
83;92;51
122;159;208
27;48;183
201;105;233
116;154;143
45;254;162
128;253;167
4;195;172
38;0;91
146;249;132
36;252;244
77;228;29
143;125;157
210;67;190
107;198;248
109;198;132
185;151;145
214;192;34
155;245;160
206;35;96
0;117;82
11;29;129
86;89;90
172;49;45
218;245;115
159;73;132
168;53;246
248;91;176
118;41;72
189;135;240
201;31;184
17;174;68
39;15;123
95;192;175
43;195;10
26;44;202
191;32;125
230;38;212
149;102;214
203;126;146
142;44;76
224;55;8
190;117;150
7;182;48
210;158;207
223;174;189
136;191;47
52;132;48
108;38;158
39;155;119
215;223;16
168;174;91
18;28;164
44;115;181
214;139;249
78;229;171
117;96;194
241;10;141
101;234;173
124;112;87
235;12;24
117;129;54
181;243;157
141;92;53
188;42;205
207;221;144
109;230;226
125;92;160
124;243;155
38;152;31
44;118;55
135;170;44
29;199;98
44;79;250
233;128;95
43;131;78
57;32;36
79;38;23
115;36;59
239;92;123
194;47;250
152;105;241
222;72;150
165;175;50
122;51;189
41;82;193
12;47;99
112;73;55
162;165;158
44;211;155
168;143;104
166;180;112
194;216;43
106;157;81
178;140;20
27;62;39
212;205;46
227;118;253
32;6;64
178;242;24
92;183;219
80;180;76
119;76;1
221;155;176
166;78;171
141;55;232
42;62;67
199;116;42
89;56;148
150;113;204
177;62;137
22;79;65
173;53;144
136;250;127
76;230;161
55;142;140
194;134;40
169;161;170
100;235;243
231;69;151
132;107;92
252;34;133
116;223;148
197;4;28
227;231;245
251;2;102
228;25;92
234;73;42
92;145;139
88;69;75
65;115;146
31;255;247
152;211;50
12;15;123
99;82;59
194;149;52
5;35;193
170;11;199
185;176;93
68;61;83
159;196;42
16;165;205
255;235;128
67;2;201
241;45;182
38;7;227
160;215;141
102;27;48
148;26;90
140;145;46
37;11;242
54;203;31
176;44;106
202;69;22
147;148;108
3;196;188
119;86;36
18;179;77
203;51;157
212;136;114
165;250;146
122;168;170
106;94;59
184;92;75
29;221;119
146;96;103
6;36;139
103;85;134
105;45;101
116;28;247
102;191;102
155;191;248
237;149;106
248;117;64
163;108;39
23;84;177
5;219;227
54;194;189
231;1;98
109;178;24
219;89;114
22;129;216
25;119;236
41;123;209
56;46;201
199;115;104
197;139;134
166;26;61
198;115;180
6;190;142
171;18;145
31;22;103
189;220;71
187;51;244
95;119;204
26;254;253
4;85;173
114;7;63
229;203;39
56;104;216
253;67;19
166;85;163
120;253;127
154;83;135
58;32;192
249;80;66
89;154;46
195;170;7
184;30;242
197;214;38
6;58;176
36;24;121
36;239;116
39;0;39
156;201;101
76;96;239
119;163;229
121;188;55
45;116;199
66;42;127
248;175;140
253;208;22
196;38;160
68;45;90
64;77;134
176;113;133
142;44;202
235;150;70
143;39;211
203;115;51
142;120;138
200;68;9
28;223;5
116;41;103
182;254;10
17;20;125
41;192;81
209;26;27
245;200;196
187;159;35
81;139;30
231;29;107
90;228;123
61;84;10
52;234;252
175;102;132
177;126;2
208;149;53
222;242;117
18;168;190
86;163;47
91;170;175
217;75;158
148;22;35
231;244;3
89;213;10
148;201;45
85;67;66
216;165;66
154;213;126
213;144;61
24;51;238
145;156;44
156;51;245
205;163;69
232;186;223
22;125;234
164;215;244
169;4;126
9;39;108
69;0;17
84;235;37
255;25;213
183;74;197
94;72;14
255;108;78
37;229;97
115;165;114
104;181;235
201;6;37
96;209;101
229;231;182
254;21;30
121;117;170
76;224;132
151;23;163
96;191;192
83;41;196
61;72;21
189;179;65
219;218;120
60;128;62
60;223;156
45;143;10
197;41;221
20;208;108
163;95;15
208;89;26
112;240;255
19;178;69
131;91;232
80;0;176
8;91;204
226;243;136
224;215;77
209;147;48
140;236;61
156;218;80
29;103;110
175;118;209
25;104;163
185;102;81
84;225;183
24;208;200
58;171;8
45;218;255
6;30;22
144;210;199
177;17;9
228;192;72
28;15;217
208;33;173
32;134;40
216;100;116
15;230;91
160;75;50
173;77;141
44;36;135
44;67;36
246;75;128
232;11;220
53;162;56
137;83;234
186;161;255
43;120;234
22;155;14
56;126;231
24;17;114
180;113;49
1;6;109
116;162;167
207;179;42
178;138;190
54;95;2
72;36;109
14;180;226
229;135;159
215;59;89
69;178;231
235;24;27
237;134;79
136;242;197
101;65;137
215;14;190
30;11;117
99;82;243
211;184;104
20;239;183
133;79;166
69;126;254
57;25;57
46;194;234
3;60;179
109;98;90
57;223;75
25;237;47
9;64;193
132;84;144
44;76;156
117;121;133
37;56;102
171;181;114
199;229;157
253;202;87
71;207;44
209;85;243
136;94;156
175;109;212
201;222;118
222;66;161
140;97;119
226;19;90
120;20;62
2;108;24
172;127;101
176;200;208
239;75;158
107;89;109
83;183;247
184;158;18
133;196;71
18;0;188
156;126;51
255;183;77
92;36;98
58;123;33
233;142;98
26;30;102
121;122;176
10;144;244
164;83;5
25;21;236
124;235;163
123;18;219
13;38;116
47;22;138
253;137;174
4;188;239
2;43;119
9;146;255
135;232;1
10;116;74
178;212;216
242;52;221
49;167;93
2;134;167
91;59;64
81;131;57
239;134;104
101;168;188
227;46;34
148;48;193
95;148;68
91;152;66
8;19;6
156;246;7
153;96;171
154;175;20
156;69;64
167;111;58
79;251;83
126;102;104
2;168;7
240;25;210
248;231;33
190;204;129
214;204;246
70;142;25
115;18;42
150;252;32
56;225;85
178;171;26
51;107;15
125;231;179
58;129;37
81;125;102
132;40;141
127;199;96
47;163;80
98;214;51
60;29;165
19;66;102
0;240;137
22;238;177
193;187;252
161;38;112
127;238;53
207;92;171
126;41;96
212;143;56
164;176;173
186;218;166
128;87;146
125;165;240
186;35;206
223;136;60
175;188;215
237;35;102
195;31;98
164;66;162
112;99;99
87;51;33
218;138;231
111;20;91
230;39;227
153;193;214
130;184;166
34;208;57
251;178;200
15;173;68
167;127;242
64;74;48
223;182;57
93;233;248
241;198;41
245;137;212
253;122;15
105;11;64
146;191;206
88;246;146
129;118;154
115;105;231
93;232;107
241;60;11
215;88;3
104;227;144
44;60;195
51;197;236
35;29;95
218;240;133
213;61;13
121;112;252
229;111;148
23;171;176
220;202;205
65;206;148
154;229;79
6;105;115
58;130;235
85;97;100
117;255;9
64;68;175
5;95;35
237;205;126
221;219;47
188;137;33
226;106;13
230;191;85
252;247;120
208;64;71
138;207;201
6;98;195
194;113;224
102;5;227
247;128;41
205;23;231
102;251;55
157;119;183
36;25;213
126;81;237
42;255;191
148;57;80
23;245;225
149;116;61
232;148;99
66;111;83
190;66;97
130;132;3
191;171;125
210;247;186
33;130;183
227;28;204
92;222;4
147;46;66
75;148;214
222;19;128
223;133;66
3;82;109
40;47;212
25;9;116
104;2;66
187;115;5
198;4;153
145;50;0
238;17;133
14;205;141
158;100;221
157;0;226
100;21;194
184;36;200
246;228;46
236;202;138
237;141;183
174;10;62
233;133;241
124;205;242
